# legalhist.whitelist candidates for OCR digit-corrupted reporter abbreviations
# sample: 1052158 pages (10.0% of moml.page_ocrtext)
# reporter_standard is proposed by stripping letter-flanked digits and
# looking the result up in the current whitelist. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the stripped spelling is itself a reporter in
# legalhist.reporters, and "via-variant" when it is another whitelist variant
# that maps onward, in which case the proposal inherits that entry's looseness.
#
# count	reporter_found	stripped	reporter_standard	confidence	example
#UNRESOLVED	1	"P1itemddcn MS."	"Pitemddcn MS."	"3 P1itemddcn MS. 2"
#UNRESOLVED	1	"P1k."	"Pk."	"21 P1k. 55"
#UNRESOLVED	1	"P1l."	"Pl."	"104 P1l. 217"
#UNRESOLVED	1	"P1lc."	"Plc."	"124 P1lc. 13"
#UNRESOLVED	1	"P1le."	"Ple."	"2 P1le. 152"
#UNRESOLVED	1	"P1len. State"	"Plen. State"	"26 P1len. State, 287"
#UNRESOLVED	1	"P1lillim."	"Plillim."	"3 P1lillim. 394"
#UNRESOLVED	1	"P1liln."	"Pliln."	"15 P1liln. 285"
#UNRESOLVED	1	"P1ll A. Ball"	"Pll A. Ball"	"36 P1ll A. Ball 650"
#UNRESOLVED	1	"P1ll."	"Pll."	"3 P1ll. 175"
#UNRESOLVED	1	"P1nnl. St."	"Pnnl. St."	"34 P1nnl. St. 183"
#UNRESOLVED	1	"P1rc"	"Prc"	"1 P1rc 75"
#UNRESOLVED	1	"P1s c. Bonseld"	"Ps c. Bonseld"	"3 P1s c. Bonseld, 416"
#UNRESOLVED	1	"P1st. E It."	"Pst. E It."	"2 P1st. E It. 412"
#UNRESOLVED	1	"P1t. St."	"Pt. St."	"1 P1t. St. 308"
#UNRESOLVED	1	"P1ters"	"Pters"	"15 P1ters 123"
#UNRESOLVED	1	"P1tonu r. Walter"	"Ptonu r. Walter"	"877 P1tonu r. Walter, 272"
#UNRESOLVED	1	"P1vI."	"PvI."	"115 P1vI. 112"
#UNRESOLVED	1	"P2owelll, ."	"Powelll, ."	"1 P2owelll, . 2"
#UNRESOLVED	1	"P3c. Rep."	"Pc. Rep."	"40 P3c. Rep. 78"
#UNRESOLVED	1	"P4Celdents. I"	"PCeldents. I"	"1 P4Celdents. I 1"
#UNRESOLVED	1	"P4ge"	"Pge"	"9 P4ge, 78"
#UNRESOLVED	1	"P4opte"	"Popte"	"9 P4opte 4"
#UNRESOLVED	1	"P4t i if"	"Pt i if"	"1 P4t i if 1"
#UNRESOLVED	1	"P4y. Co."	"Py. Co."	"17 P4y. Co., 15"
#UNRESOLVED	1	"P6aeol"	"Paeol"	"49 P6aeol, 84"
#UNRESOLVED	1	"P6r.n."	"Pr.n."	"1 P6r.n. 266"
#UNRESOLVED	1	"P7d. c. ór.."	"Pd. c. ór.."	"36 P7d. c. ór..\n\t\t\t585"
#UNRESOLVED	1	"P7dr Domat, Book"	"Pdr Domat, Book"	"1 P7dr Domat, Book 1"
#UNRESOLVED	1	"P7o"	"Po"	"15 P7o, 115"
#UNRESOLVED	1	"P8a Bt."	"Pa Bt."	"18 P8a Bt. 72"
#UNRESOLVED	1	"P8mitbhs Rep."	"Pmitbhs Rep."	"2 P8mitbhs Rep. 04"
#UNRESOLVED	1	"P9S. (h)"	"PS. (h)"	"869 P9S. (h) 2"
#UNRESOLVED	1	"PA0K"	"PAK"	"36\n\t\t\tPA0K 6"
#UNRESOLVED	1	"PA0WI nunllnt"	"PAWI nunllnt"	"3\n\t\t\tPA0WI nunllnt, 9"
#UNRESOLVED	1	"PA3i clVC"	"PAi clVC"	"5 PA3i clVC 7"
#UNRESOLVED	1	"PA3o"	"PAo"	"373\n\t\t\tPA3o 4"
#UNRESOLVED	1	"PAI1T IV.)"	"PAIT IV.)"	"11 PAI1T IV.)\n\t\t\t121"
#UNRESOLVED	1	"PAUP S8OTION"	"PAUP SOTION"	"28\n\t\t\tPAUP S8OTION 1011"
#UNRESOLVED	1	"PAY3IENT Y"	"PAYIENT Y"	"1 PAY3IENT Y 1"
#UNRESOLVED	1	"PE1ASE"	"PEASE"	"49 PE1ASE 1"
#UNRESOLVED	1	"PENSION I3th May"	"PENSION Ith May"	"99 PENSION I3th May, 4"
#UNRESOLVED	1	"PENSION I5th April"	"PENSION Ith April"	"457 PENSION I5th April, 2"
#UNRESOLVED	1	"PENSION I5th May"	"PENSION Ith May"	"159 PENSION I5th May, 171"
#UNRESOLVED	1	"PENSION i8th April"	"PENSION ith April"	"597 PENSION i8th April, 3"
#UNRESOLVED	1	"PI1IOIIATION"	"PIIOIIATION"	"041 PI1IOIIATION 01"
#UNRESOLVED	1	"PIR V1CB OF A"	"PIR VCB OF A"	"118 PIR V1CB OF A 8"
#UNRESOLVED	1	"PM5as."	"PMas."	"113 PM5as. 238"
#UNRESOLVED	1	"POA0HI . ...."	"POAHI . ...."	"261 POA0HI . .... 2"
#UNRESOLVED	1	"PR3SCIPE"	"PRSCIPE"	"413 PR3SCIPE, 588"
#UNRESOLVED	1	"PUBL1C WRONGS"	"PUBLC WRONGS"	"433\n\t\t\tPUBL1C WRONGS\n\t\t\t1"
#UNRESOLVED	1	"PWeCler4ld, Cenn."	"PWeClerld, Cenn."	"00 PWeCler4ld, Cenn. 5"
#UNRESOLVED	1	"Pa. G2G."	"Pa. GG."	"202 Pa. G2G. 81"
#UNRESOLVED	1	"Pa. I2i."	"Pa. Ii."	"8 Pa. I2i. 44"
#UNRESOLVED	1	"Pa. I5s."	"Pa. Is."	"27 Pa. I5s. 53"
#UNRESOLVED	1	"Pa. I5si"	"Pa. Isi"	"27 Pa.\n\t\t\tI5si 152"
#UNRESOLVED	1	"Pa. I6x."	"Pa. Ix."	"7 Pa. I6x. 21"
#UNRESOLVED	1	"Pa. I8o."	"Pa. Io."	"34 Pa. I8o. 222"
#UNRESOLVED	1	"Pa. St. C6G."	"Pa. St. CG."	"107 Pa. St. C6G. 12"
#UNRESOLVED	1	"Pa. St. G6S."	"Pa. St. GS."	"115 Pa. St. G6S. 389"
#UNRESOLVED	1	"Pa. St. I9I."	"Pa. St. II."	"85 Pa. St. I9I. 4"
#UNRESOLVED	1	"Pa. i8I."	"Pa. iI."	"52 Pa. i8I. 2"
#UNRESOLVED	1	"Pa. r5SC"	"Pa. rSC"	"226 Pa. r5SC, 7"
#UNRESOLVED	1	"Pa. x6o. See Chap."	"Pa. xo. See Chap."	"6 Pa. x6o. See Chap. 17"
#UNRESOLVED	1	"Pa. x8r"	"Pa. xr"	"99 Pa. x8r, 183"
#UNRESOLVED	1	"Pa., i6t"	"Pa., it"	"92 Pa., i6t 2"
#UNRESOLVED	1	"Pa1l."	"Pal."	"3 Pa1l. 8419"
#UNRESOLVED	1	"Pa1l. Stipr. Ct."	"Pal. Stipr. Ct."	"16 Pa1l. Stipr. Ct. 103"
#UNRESOLVED	1	"Pa1ne"	"Pane"	"1 Pa1ne, 671"
#UNRESOLVED	1	"Pa1une"	"Paune"	"4 Pa1une, 199"
#UNRESOLVED	1	"Pa3sture river"	"Pasture river"	"1 Pa3sture river 2"
#UNRESOLVED	1	"PaL8L"	"PaLL"	"82 PaL8L 7"
#UNRESOLVED	1	"Pac. R3p."	"Pac. Rp."	"23 Pac. R3p. 655"
#UNRESOLVED	1	"Pac. Rep. S3S"	"Pac. Rep. SS"	"93 Pac. Rep. S3S, 15"
#UNRESOLVED	1	"Pac. i6r"	"Pac. ir"	"84 Pac. i6r, 113"
#UNRESOLVED	1	"Pac. l1lp."	"Pac. llp."	"27 Pac. l1lp. 110"
#UNRESOLVED	1	"Pacwhey r. Rowl4nd"	"Pacwhey r. Rowlnd"	"1 Pacwhey r. Rowl4nd, 18"
#UNRESOLVED	1	"Pages. l2mo. Cloth."	"Pages. lmo. Cloth."	"156 Pages. l2mo. Cloth. 1"
#UNRESOLVED	1	"Pai1e"	"Paie"	"1 Pai1e, 122"
#UNRESOLVED	1	"Paige, c2W, afll."	"Paige, cW, afll."	"8 Paige, c2W, afll. 2"
#UNRESOLVED	1	"Pal. .R4t. M ."	"Pal. .Rt. M ."	"55 Pal. .R4t. M . 7"
#UNRESOLVED	1	"Par. Re1l."	"Par. Rel."	"58 Par. Re1l. 267"
#UNRESOLVED	1	"Parkin, Hop1goid r."	"Parkin, Hopgoid r."	"439 Parkin, Hop1goid r. 3"
#UNRESOLVED	1	"Parklt, E1x piirlt"	"Parklt, Ex piirlt"	"2 Parklt, E1x piirlt, 03"
#UNRESOLVED	1	"Parnerhi prope1ó."	"Parnerhi propeó."	"4\n\t\t\tParnerhi prope1ó. 3"
#UNRESOLVED	1	"Part T7ird . ."	"Part Tird . ."	"248 Part T7ird . . 249"
#UNRESOLVED	1	"Pat. Se. A1h"	"Pat. Se. Ah"	"3 Pat. Se. A1h, 379"
#UNRESOLVED	1	"Payluelit1t o"	"Payluelitt o"	"7 Payluelit1t o 1"
#UNRESOLVED	1	"Pc1mn. St."	"Pcmn. St."	"70 Pc1mn. St. 64"
#UNRESOLVED	1	"Pc4aron, r. Rics"	"Pcaron, r. Rics"	"650 Pc4aron, r. Rics 1195"
#UNRESOLVED	1	"Pcck4w."	"Pcckw."	"2 Pcck4w. 68"
#UNRESOLVED	1	"Pe1l. St."	"Pel. St."	"3 Pe1l. St. 418"
#UNRESOLVED	1	"Pe1lil."	"Pelil."	"13 Pe1lil. 173"
#UNRESOLVED	1	"Pe4rs."	"Pers."	"1 Pe4rs. 202"
#UNRESOLVED	1	"Peere I7ill."	"Peere Iill."	"2 Peere I7ill. 26"
#UNRESOLVED	1	"Penm. St. n7B."	"Penm. St. nB."	"30 Penm. St. n7B.\n\t\t\t1966"
#UNRESOLVED	1	"Penn. St. t1i"	"Penn. St. ti"	"65 Penn. St. t1i 992"
#UNRESOLVED	1	"Penn. h1i."	"Penn. hi."	"1 Penn. h1i. 10"
#UNRESOLVED	1	"Pet. G7S."	"Pet. GS."	"5 Pet. G7S. 4"
#UNRESOLVED	1	"Pet. Sil, i3S"	"Pet. Sil, iS"	"2 Pet. Sil, i3S, 93"
#UNRESOLVED	1	"Ph. & A1l. c."	"Ph. & Al. c."	"3 Ph. & A1l. c. 7"
#UNRESOLVED	1	"Ph1illad."	"Phillad."	"13 Ph1illad. 335"
#UNRESOLVED	1	"Ph1illii."	"Phillii."	"3 Ph1illii. 222"
#UNRESOLVED	1	"Ph7lips"	"Phlips"	"1 Ph7lips, 849"
#UNRESOLVED	1	"Phil. & l1ar. cap."	"Phil. & lar. cap."	"2 Phil. & l1ar. cap. 10"
#UNRESOLVED	1	"Phil. Ev. t7th ed.)"	"Phil. Ev. tth ed.)"	"1 Phil. Ev. t7th ed.), 41"
#UNRESOLVED	1	"Phil. UtrvW1y"	"Phil. UtrvWy"	"91 Phil. UtrvW1y 0"
#UNRESOLVED	1	"Phill1ips, R. v,.."	"Phillips, R. v,.."	"97 Phill1ips, R. v,.. 8"
#UNRESOLVED	1	"Pi3ory, iv"	"Piory, iv"	"159 Pi3ory, iv 377"
#UNRESOLVED	1	"Pi5c, ex pure .."	"Pic, ex pure .."	"034 Pi5c, ex pure .. 567"
#UNRESOLVED	1	"Pi7L & Mar. c."	"PiL & Mar. c."	"2 Pi7L & Mar. c. 17"
#UNRESOLVED	1	"Pick. (.MI3s.)"	"Pick. (.MIs.)"	"17 Pick. (.MI3s.) 470"
#UNRESOLVED	1	"Pick. (M1a.z.)"	"Pick. (Ma.z.)"	"17 Pick.\n\t\t\t(M1a.z.) 2410"
#UNRESOLVED	1	"Pick. (M3iss.)"	"Pick. (Miss.)"	"3 Pick. (M3iss.) 124"
#UNRESOLVED	1	"Pick. (M3ss.)"	"Pick. (Mss.)"	"1 Pick. (M3ss.) 419"
#UNRESOLVED	1	"Pick. (Mass.) lC6i"	"Pick. (Mass.) lCi"	"13 Pick. (Mass.) lC6i 1"
#UNRESOLVED	1	"Pick. A1rt."	"Pick. Art."	"4 Pick. A1rt. 10"
#UNRESOLVED	1	"Piers1on v"	"Pierson v"	"6 Piers1on v 1"
#UNRESOLVED	1	"Pin1k on"	"Pink on"	"2 Pin1k on 1"
#UNRESOLVED	1	"PiralW. i1ahlidity"	"PiralW. iahlidity"	"578 PiralW. i1ahlidity, 5"
#UNRESOLVED	1	"Pitt8b."	"Pittb."	"1 Pitt8b. 382"
#UNRESOLVED	1	"PlE0o."	"PlEo."	"26 PlE0o.\n\t\t\t1"
#UNRESOLVED	1	"Pn. U1S."	"Pn. US."	"54 Pn. U1S.\n\t\t\t36"
#UNRESOLVED	1	"Po0SsesiUol"	"PoSsesiUol"	"1 Po0SsesiUol, 31"
#UNRESOLVED	1	"PosT o0IrT J1oNDs"	"PosT oIrT JoNDs"	"10 PosT o0IrT J1oNDs, 251"
#UNRESOLVED	1	"Poulett r. l1ood"	"Poulett r. lood"	"499 Poulett r. l1ood 47"
#UNRESOLVED	1	"Pr1alt, It. v."	"Pralt, It. v."	"476 Pr1alt, It. v., 6"
#UNRESOLVED	1	"Pr1ax Aiam."	"Prax Aiam."	"1 Pr1ax Aiam. 306"
#UNRESOLVED	1	"Pr7y, . Hl"	"Pry, . Hl"	"23 Pr7y, . Hl 13"
#UNRESOLVED	1	"Pr8Imltivo"	"PrImltivo"	"6 Pr8Imltivo 876"
#UNRESOLVED	1	"Pro3C. B."	"ProC. B."	"22 Pro3C. B. 196"
#UNRESOLVED	1	"Pt1ac ."	"Ptac ."	"20 Pt1ac . 1"
#UNRESOLVED	1	"Q. B. (l6i, and L. R."	"Q. B. (li, and L. R."	"7 Q. B. (l6i, and L. R. 7"
#UNRESOLVED	1	"Q. B. Div. Jo0i"	"Q. B. Div. Joi"	"19 Q. B. Div. Jo0i, 6"
#UNRESOLVED	1	"Q. B. G6I"	"Q. B. GI"	"2 Q. B. G6I, 651"
#UNRESOLVED	1	"Q. B. S5a C."	"Q. B. Sa C."	"12 Q. B. S5a C. 140"
#UNRESOLVED	1	"Q. B. j1l."	"Q. B. jl."	"1 Q. B. j1l. 41"
#UNRESOLVED	1	"Q. II. ló4s"	"Q. II. lós"	"1 Q. II. ló4s, 1658"
#UNRESOLVED	1	"Q0o. III"	"Qo. III"	"41 Q0o. III 4"
#UNRESOLVED	1	"Q1S."	"QS."	"4 Q1S. 551"
#UNRESOLVED	1	"Q1ll & J. (Md.)"	"Qll & J. (Md.)"	"8 Q1ll & J. (Md.) 310"
#UNRESOLVED	1	"Q2B.ii."	"QB.ii."	"2 Q2B.ii. 64"
#UNRESOLVED	1	"QI it fi4tit"	"QI it fitit"	"111 QI it fi4tit 149"
#UNRESOLVED	1	"Qe5Cen"	"QeCen"	"0 Qe5Cen, 2"
#UNRESOLVED	1	"R U i7l TI"	"R U il TI"	"30\n\t\t\tR U i7l TI 20"
#UNRESOLVED	1	"R ion nd sr1li"	"R ion nd srli"	"1 R ion nd sr1li 1"
#UNRESOLVED	1	"R, S. S0oli"	"R, S. Soli"	"2 R, S. S0oli 202"
#UNRESOLVED	1	"R. S. N. S. x1oo, c."	"R. S. N. S. xoo, c."	"69 R. S. N. S. x1oo, c. 1"
#UNRESOLVED	1	"R. S. i7i, j"	"R. S. ii, j"	"3 R. S. i7i, j 269"
#UNRESOLVED	1	"R. S. o1t ed."	"R. S. ot ed."	"2 R. S. o1t ed. 462"
#UNRESOLVED	1	"R. S..ó7s"	"R. S..ós"	"2 R. S..ó7s, 3"
#UNRESOLVED	1	"R. r5C . . ."	"R. rC . . ."	"11 R. r5C . . . 340"
#UNRESOLVED	1	"R.. Ev. ttle7orti"	"R.. Ev. ttleorti"	"3 R.. Ev. ttle7orti, 5"
#UNRESOLVED	1	"R0ob. Adin."	"Rob. Adin."	"5 R0ob. Adin. 2"
#UNRESOLVED	1	"R0oiiiso0ll"	"Roiiisoll"	"6 R0oiiiso0ll\n\t\t\t12"
#UNRESOLVED	1	"R1AWLINSON"	"RAWLINSON"	"2 R1AWLINSON 647"
#UNRESOLVED	1	"R1Jj."	"RJj."	"2 R1Jj. 468"
#UNRESOLVED	1	"R1OMILLY, M.n.)"	"ROMILLY, M.n.)"	"852 R1OMILLY, M.n.) 15"
#UNRESOLVED	1	"R1aRt P. C., e."	"RaRt P. C., e."	"2 R1aRt P. C., e. 16"
#UNRESOLVED	1	"R1alston"	"Ralston"	"25 R1alston 1"
#UNRESOLVED	1	"R1e."	"Re."	"411 R1e. 8"
#UNRESOLVED	1	"R1eeside, The i."	"Reeside, The i."	"913 R1eeside, The i. 593"
#UNRESOLVED	1	"R1eptr."	"Reptr."	"11 R1eptr. 655"
#UNRESOLVED	1	"R1ice r."	"Rice r."	"587 R1ice r. 1"
#UNRESOLVED	1	"R1ieh."	"Rieh."	"5 R1ieh. 583"
#UNRESOLVED	1	"R1l."	"Rl."	"2 R1l. 22"
#UNRESOLVED	1	"R1les of"	"Rles of"	"1 R1les of 1"
#UNRESOLVED	1	"R1p."	"Rp."	"2 R1p. 4"
#UNRESOLVED	1	"R1tp."	"Rtp."	"7 R1tp. 40"
#UNRESOLVED	1	"R2XBC"	"RXBC"	"381 R2XBC 0"
#UNRESOLVED	1	"R2ttie"	"Rttie"	"14 R2ttie 312"
#UNRESOLVED	1	"R6o."	"Ro."	"2 R6o. 263"
#UNRESOLVED	1	"R6ver"	"Rver"	"2\n\t\t\tR6ver 8"
#UNRESOLVED	1	"R7e"	"Re"	"11 R7e 125"
#UNRESOLVED	1	"R8o Thomp. Corp."	"Ro Thomp. Corp."	"143 R8o Thomp. Corp., 381"
#UNRESOLVED	1	"RC1LY. R"	"RCLY. R"	"01 RC1LY. R 1"
#UNRESOLVED	1	"RT1WEET"	"RTWEET"	"4 RT1WEET, 0"
#UNRESOLVED	1	"RUBW0XIO RECORD"	"RUBWXIO RECORD"	"296\n\t\t\tRUBW0XIO RECORD, 1"
#UNRESOLVED	1	"Rail1ay Co."	"Railay Co."	"2 Rail1ay Co. 103"
#UNRESOLVED	1	"Railw. Cas. Brid9gc"	"Railw. Cas. Bridgc"	"1 Railw. Cas. Brid9gc 523"
#UNRESOLVED	1	"Railway C3s."	"Railway Cs."	"2 Railway C3s. 97"
#UNRESOLVED	1	"Raw0on rv. Johnson"	"Rawon rv. Johnson"	"540 Raw0on rv. Johnson, 3"
#UNRESOLVED	1	"Ray, JEx. p1rte . ."	"Ray, JEx. prte . ."	"147 Ray, JEx. p1rte . . 5"
#UNRESOLVED	1	"Re. W6i I P. WIn."	"Re. Wi I P. WIn."	"9 Re. W6i I P. WIn. 246"
#UNRESOLVED	1	"Read r. I1assoe"	"Read r. Iassoe"	"125 Read r. I1assoe, 4"
#UNRESOLVED	1	"Rest4rictiosol."	"Restrictiosol."	"01 Rest4rictiosol. 3"
#UNRESOLVED	1	"Rev. do L6g."	"Rev. do Lg."	"2 Rev. do L6g. 77"
#UNRESOLVED	1	"Rex V.Jones S2t.Tr."	"Rex V.Jones St.Tr."	"810 Rex V.Jones S2t.Tr. 1"
#UNRESOLVED	1	"Ri1dd1ll ,. Amnler"	"Riddll ,. Amnler"	"121 Ri1dd1ll ,. Amnler 28"
#UNRESOLVED	1	"Rich. I1q."	"Rich. Iq."	"10 Rich. I1q. 30"
#UNRESOLVED	1	"Riches r. Eva1ns"	"Riches r. Evans"	"207 Riches r. Eva1ns, 184"
#UNRESOLVED	1	"Rlq0s. Or"	"Rlqs. Or"	"1 Rlq0s. Or, 336"
#UNRESOLVED	1	"Rlul1rd"	"Rlulrd"	"14 Rlul1rd 1"
#UNRESOLVED	1	"Ro2e"	"Roe"	"2 Ro2e, 384"
#UNRESOLVED	1	"Rob. E2p."	"Rob. Ep."	"1 Rob. E2p. 271"
#UNRESOLVED	1	"Rocc1s, note"	"Roccs, note"	"6 Rocc1s, note 20"
#UNRESOLVED	1	"Rog. I3ec."	"Rog. Iec."	"1 Rog. I3ec. 107"
#UNRESOLVED	1	"Rol2o) on Legacteic"	"Rolo) on Legacteic"	"2 Rol2o) on Legacteic, 14"
#UNRESOLVED	1	"Roll. Ab3i."	"Roll. Abi."	"2 Roll. Ab3i. 191"
#UNRESOLVED	1	"Roll. Abr. s5R."	"Roll. Abr. sR."	"1 Roll. Abr. s5R. 1037"
#UNRESOLVED	1	"Roll. risg . f1vU"	"Roll. risg . fvU"	"1 Roll. risg . f1vU, 6"
#UNRESOLVED	1	"Roll. v0b."	"Roll. vb."	"1 Roll. v0b. 525"
#UNRESOLVED	1	"Rollins r. M3oo0er"	"Rollins r. Mooer"	"582 Rollins r. M3oo0er, 2"
#UNRESOLVED	1	"Rot1ve"	"Rotve"	"7 Rot1ve 27"
#UNRESOLVED	1	"Rs3s. I."	"Rss. I."	"2 Rs3s. I. 1"
#UNRESOLVED	1	"Ru4n of"	"Run of"	"918 Ru4n of 1"
#UNRESOLVED	1	"Rudx1VUlrich."	"RudxVUlrich."	"0 Rudx1VUlrich. 69"
#UNRESOLVED	1	"Rus. b1y Grca."	"Rus. by Grca."	"2 Rus. b1y Grca. 558"
#UNRESOLVED	1	"Rus3el on Cr."	"Rusel on Cr."	"1 Rus3el on Cr., 6"
#UNRESOLVED	1	"Russ. & S1M."	"Russ. & SM."	"2 Russ. & S1M. 107"
#UNRESOLVED	1	"S D.B. C4i."	"S D.B. Ci."	"9 S D.B. C4i. 1870"
#UNRESOLVED	1	"S I1t."	"S It."	"11 S I1t. 12"
#UNRESOLVED	1	"S U1S HARVARD"	"S US HARVARD"	"909\n\t\t\tS U1S HARVARD 90"
#UNRESOLVED	1	"S it hcis lie li1u"	"S it hcis lie liu"	"1 S it hcis lie li1u 1"
#UNRESOLVED	1	"S o x1I Rose"	"S o xI Rose"	"284 S o x1I Rose, 12"
#UNRESOLVED	1	"S t. W1right"	"S t. Wright"	"244 S t. W1right 370"
#UNRESOLVED	1	"S to Liii ci2to"	"S to Liii cito"	"811 S to Liii ci2to 1"
#UNRESOLVED	1	"S u3r. N. S,."	"S ur. N. S,."	"5 S u3r. N. S,. 1058"
#UNRESOLVED	1	"S& ()I1i"	"S& ()Ii"	"14 S& ()I1i 1"
#UNRESOLVED	1	"S. . C. (l1th ed)"	"S. . C. (lth ed)"	"2 S. . C. (l1th ed), 189"
#UNRESOLVED	1	"S. C. Re1l."	"S. C. Rel."	"12 S. C. Re1l. 575"
#UNRESOLVED	1	"S. C. U3s."	"S. C. Us."	"29 S. C. U3s. 7"
#UNRESOLVED	1	"S. Ct. I1ip."	"S. Ct. Iip."	"11 S. Ct. I1ip. 433"
#UNRESOLVED	1	"S. Ct. S3l"	"S. Ct. Sl"	"10 S. Ct. S3l 31"
#UNRESOLVED	1	"S. Ct. i6i."	"S. Ct. ii."	"12 S. Ct. i6i. 3"
#UNRESOLVED	1	"S. E. N0O"	"S. E. NO"	"17 S. E. N0O, 44"
#UNRESOLVED	1	"S. E. S5G, i1S Va."	"S. E. SG, iS Va."	"6 S. E. S5G, i1S Va. 2"
#UNRESOLVED	1	"S. E. S5S."	"S. E. SS."	"4 S. E. S5S. 16"
#UNRESOLVED	1	"S. S. C. l4th sol."	"S. S. C. lth sol."	"19 S. S. C. l4th sol. 563"
#UNRESOLVED	1	"S. W. O7S"	"S. W. OS"	"120 S. W. O7S, 3119"
#UNRESOLVED	1	"S. W. O9S"	"S. W. OS"	"102 S. W. O9S, 12"
#UNRESOLVED	1	"S. W. O9l"	"S. W. Ol"	"18 S. W.\n\t\t\tO9l 2"
#UNRESOLVED	1	"S. W. S1S"	"S. W. SS"	"201 S. W. S1S, 332"
#UNRESOLVED	1	"S. W. S4S"	"S. W. SS"	"81 S. W. S4S, 182"
#UNRESOLVED	1	"S. W. U6S"	"S. W. US"	"71 S. W. U6S, 21"
#UNRESOLVED	1	"S. W. Ut0aj."	"S. W. Utaj."	"37 S. W. Ut0aj. 14"
#UNRESOLVED	1	"S. W. W5l."	"S. W. Wl."	"49 S. W. W5l. 0"
#UNRESOLVED	1	"S. W. l1ev."	"S. W. lev."	"66 S. W. l1ev. 8"
#UNRESOLVED	1	"S. W. r4S"	"S. W. rS"	"60 S. W. r4S, 9"
#UNRESOLVED	1	"S. Y. S. S2S."	"S. Y. S. SS."	"90 S. Y. S. S2S. 64"
#UNRESOLVED	1	"S. r. t5S."	"S. r. tS."	"54 S. r. t5S. 114"
#UNRESOLVED	1	"S.iiil1r l."	"S.iiilr l."	"3 S.iiil1r l. 1"
#UNRESOLVED	1	"S.itz. I3GMa. ."	"S.itz. IGMa. ."	"9 S.itz. I3GMa. . 3"
#UNRESOLVED	1	"S.l llSl1s"	"S.l llSls"	"313 S.l llSl1s, 319"
#UNRESOLVED	1	"S0Cc"	"SCc"	"29 S0Cc 3"
#UNRESOLVED	1	"S0S CrossN"	"SS CrossN"	"61 S0S CrossN 2"
#UNRESOLVED	1	"S0ct."	"Sct."	"8 S0ct. 14"
#UNRESOLVED	1	"S0t"	"St"	"195 S0t , 4411"
#UNRESOLVED	1	"S0t, page"	"St, page"	"1 S0t, page 58"
#UNRESOLVED	1	"S1D Ante, p."	"SD Ante, p."	"181 S1D Ante, p. 401"
#UNRESOLVED	1	"S1Ek."	"SEk."	"1 S1Ek. 29"
#UNRESOLVED	1	"S1Lw. roy."	"SLw. roy."	"821 S1Lw. roy. 8"
#UNRESOLVED	1	"S1S ."	"SS ."	"1\n\t\t\tS1S\n\t\t\t. 113"
#UNRESOLVED	1	"S1S crI."	"SS crI."	"2 S1S crI. 8"
#UNRESOLVED	1	"S1aieii"	"Saieii"	"50 S1aieii 161"
#UNRESOLVED	1	"S1ark."	"Sark."	"2 S1ark. 40"
#UNRESOLVED	1	"S1arr"	"Sarr"	"3 S1arr 1303"
#UNRESOLVED	1	"S1ck.)"	"Sck.)"	"12 S1ck.) 10"
#UNRESOLVED	1	"S1e."	"Se."	"89 S1e. 5441"
#UNRESOLVED	1	"S1et."	"Set."	"11 S1et. 12"
#UNRESOLVED	1	"S1i(llo(we(d."	"Si(llo(we(d."	"111 S1i(llo(we(d. 1"
#UNRESOLVED	1	"S1i. Rep."	"Si. Rep."	"51 S1i. Rep. 1"
#UNRESOLVED	1	"S1illii"	"Sillii"	"312 S1illii, 21"
#UNRESOLVED	1	"S1iss."	"Siss."	"011 S1iss. 143"
#UNRESOLVED	1	"S1l"	"Sl"	"1 S1l, 1110"
#UNRESOLVED	1	"S1l)"	"Sl)"	"1 S1l), 1"
#UNRESOLVED	1	"S1lllh. E. I."	"Slllh. E. I."	"4 S1lllh. E. I. 2"
#UNRESOLVED	1	"S1lo."	"Slo."	"82 S1lo. 5"
#UNRESOLVED	1	"S1lpp)."	"Slpp)."	"311 S1lpp). 7579"
#UNRESOLVED	1	"S1m. & St."	"Sm. & St."	"2 S1m. & St. 63"
#UNRESOLVED	1	"S1m. (N. S.)"	"Sm. (N. S.)"	"1 S1m. (N. S.) 178"
#UNRESOLVED	1	"S1o)"	"So)"	"70 S1o) 1"
#UNRESOLVED	1	"S1od."	"Sod."	"22 S1od. 272"
#UNRESOLVED	1	"S1orbes ., Forhes"	"Sorbes ., Forhes"	"13 S1orbes ., Forhes, 17"
#UNRESOLVED	1	"S1ow."	"Sow."	"2 S1ow. 433"
#UNRESOLVED	1	"S1ow.cR."	"Sow.cR."	"1 S1ow.cR. 68"
#UNRESOLVED	1	"S1p. Ct. h. l.p."	"Sp. Ct. h. l.p."	"1 S1p. Ct. h. l.p. 1"
#UNRESOLVED	1	"S1p.. Ct."	"Sp.. Ct."	"7 S1p.. Ct. 644"
#UNRESOLVED	1	"S1pp. F. S. A. .r."	"Spp. F. S. A. .r."	"2 S1pp. F. S. A. .r. 1"
#UNRESOLVED	1	"S1pr. C."	"Spr. C."	"6 S1pr. C. 496"
#UNRESOLVED	1	"S1pra, p."	"Spra, p."	"7 S1pra, p. 610"
#UNRESOLVED	1	"S1r."	"Sr."	"1 S1r. 607"
#UNRESOLVED	1	"S1te."	"Ste."	"3 S1te. 47"
